commonName,lat,lon,is_pure_bus,id,lines
Fortune Green Road,51.55692,-0.19547,1,490006952N,"113, 13, 139, 328, N113"
Fortune Green Road,51.55866,-0.19616,1,490006952S,"113, 13, N113"
Forty Hill,51.66592,-0.07199,1,490006955W,"191, 456"
Forty Hill,51.66617,-0.07199,1,490006955E,"191, 456"
Fossil Road,51.46157,-0.02131,1,490006957N,484
Fossington Road,51.4899,0.12668,1,490006958W,"229, 602, 669"
Fotheringham Road,51.64863,-0.07187,1,490006960N,192
Fountain Drive,51.42643,-0.0746,1,490006963S2,450
Fountain Drive,51.42669,-0.07517,1,490006963N2,450
Fountain Road / Garratt Lane,51.42958,-0.17441,1,490007124W,"155, 264, 280, 493, G1"
Fountayne Business Centre,51.58571,-0.06404,1,49000020141Q,"41, N41, W4"
Fountayne Road,51.56244,-0.06609,1,490020363E,106
Fountayne Road,51.56579,-0.0639,1,490016293W,393
Fountayne Road,51.56587,-0.06422,1,490016293E,393
Fouracres,51.65986,-0.03127,1,490006964N,191
Fouracres,51.66042,-0.03085,1,490006964S,191
Fowler Road,51.6105,0.12628,1,490006966N,"247, 362"
Fowler Road,51.61087,0.12633,1,490006966S,"247, 362"
Fox Lane,51.62114,-0.10591,1,490006974Z,"329, 616, 629, N29, W6"
Foxborough Gardens,51.45334,-0.0294,1,490000369Z,284
Foxcombe,51.35619,-0.02082,1,490006968S,"130, 64, 664"
Foxcombe,51.35626,-0.02172,1,490006968N,"130, 64, 664"
Foxearth Road,51.3437,-0.06305,1,490003098S,433
Foxfield Primary School,51.48608,0.07416,1,490006971W,291
Foxfield Primary School,51.48617,0.07456,1,490006971E,291
Foxley Hill Road,51.3348,-0.11514,1,490020213S,439
Foxley Hill Road,51.33549,-0.11316,1,490006975NB,"407, 412, 434, 439, 612"
Foxley Hill Road,51.33571,-0.11322,1,490006975N,"407, 412, 434, 612"
Foxley Hill Road,51.33601,-0.11434,1,490020213N,439
Framfield Road,51.51789,-0.33169,1,490015889N,E11
Framfield Road,51.51884,-0.33021,1,490015888S,E11
Frampton Road,51.46337,-0.38697,1,490008395E,"116, 117, 235, 237, 423, 635"
Frampton Street,51.52562,-0.17034,1,490005311N2,"139, 189"
Frampton Street,51.52593,-0.17065,1,490006979S,"139, 189"
Francemary Road,51.45449,-0.02515,1,490000367Z,284
Frances Bardsley Academy,51.5743,0.1989,1,490006980W,"165, 193, 294, 674"
Frances Bardsley Academy,51.57432,0.19994,1,490006980E,"165, 193, 294, 674"
Frances Street,51.4929,0.05393,1,490006983DE,"161, 177, 180, 472, N1"
Francis Grove,51.42028,-0.20986,1,490006987W,219
Francis Grove,51.42111,-0.20978,1,490006987NE,"163, 164"
Francis Grove,51.42118,-0.20945,1,490006987M,"131, 163, 164, 219, 493, 57, N87"
Francis Grove,51.4212,-0.20962,1,490006987N,"131, 163, 164, 219, 493, 57, N87"
Francis Road,51.55955,-0.00252,1,490006988E,"W13, W15"
Francis Road,51.56044,-0.00273,1,490015564F,"W13, W15"
Francis Road,51.58453,-0.39191,1,490006989W,H13
Francis Road,51.58463,-0.39176,1,490006989E,H13
Franciscan Road,51.43201,-0.15036,1,490006986E,"249, 319"
Franciscan Road,51.43236,-0.15217,1,490006986W,"249, 319"
Frankfurt Road,51.4572,-0.09625,1,490006992N,"468, 68, N68"
Frankfurt Road,51.45756,-0.09558,1,490006992S,"468, 68, N68"
Franklin Road,51.47122,0.13738,1,490002146ZZ,"301, B12"
Franklin Road,51.47123,0.13703,1,490002146YY,"301, B12"
Franklin Way / Valley Park,51.3822,-0.12544,1,490008112W,S4
Fraser Road,51.48054,0.17463,1,490006999D,"229, 602, 669"
Fraser Road,51.48067,0.17486,1,490006999C,"229, 602, 669"
Fraser Road,51.57728,-0.00926,1,490006998W,"56, N55, W16"
Fraser Road / Bexley Road,51.48053,0.17602,1,490003985B,"180, 99"
Fraser Road / Bexley Road,51.48073,0.17481,1,490003985A,180
Frederick Place,51.48468,0.07146,1,490007000S,"386, 51, 53, 658, N53"
Frederick Place,51.48536,0.06857,1,490007000N,"386, 51, 53, 658, N53"
Fredora Avenue,51.52824,-0.41713,1,490007003S,"195, 696, 697, 90, U7"
Free Trade Wharf,51.51004,-0.04609,1,490007010W,"D3, N551"
Free Trade Wharf,51.5102,-0.04623,1,490007010E,"D3, N551"
Freeborne Gardens,51.54053,0.19276,1,490007004S,"165, 365, 372"
Freeborne Gardens,51.54139,0.19325,1,490007004N,"165, 365, 372"
Freegrove Road,51.55147,-0.12065,1,490007005N,"17, 259, 393, 91, N91"
Freegrove Road,51.55264,-0.1179,1,490007005S,"17, 259, 393, 91, N91"
Freelands Avenue,51.35059,-0.05152,1,490007006N,359
Freelands Road,51.40696,0.02497,1,490007007W,"162, 269"
Freelands Road,51.40715,0.02347,1,490007007E,"162, 269"
Freeman Court,51.40891,-0.12749,1,490010439W,255
Freeman Court,51.40905,-0.12749,1,490003058E,255
Freemans Lane,51.51597,-0.41989,1,490007009N,"195, 278, 698, H98"
Fremantle Road,51.58988,0.08157,1,490007012J,"128, 150, 167, 169, 247, 275, 667, 677, N8"
Fremont Street,51.53636,-0.05409,1,490016424W,388
French Street,51.407387,-0.40184,1,40004402029A,216
French Street,51.407497,-0.40198,1,40004402029B,216
Frensham Court,51.40548,-0.18257,1,490007016S,200
Frensham Court,51.40604,-0.1828,1,490007016N,200
Frensham Drive,51.35244,-0.01775,1,490007013W,"130, 314"
Freston Gardens,51.64727,-0.1471,1,490013790D,"298, 299, 699, N91"
Freston Gardens,51.64823,-0.1477,1,490013790N,"298, 299, 699, N91"
Friary Road,51.51755,-0.26129,1,490007017F,260
Friary Road,51.51758,-0.26096,1,490007017E,"260, 95"
Friary Road,51.62057,-0.16267,1,490007018N,"234, 383, 634"
Friary Road,51.62101,-0.16295,1,490007018S,"234, 383, 634"
Friday Hill,51.62715,0.00851,1,490007021E,179
Friend Street / Sadler's Wells Theatre,51.52899,-0.10469,1,490007026SB,153
Friendly Street,51.47276,-0.02332,1,490007024R,"225, 47"
Friendly Street,51.47314,-0.02388,1,490007024Q,"225, 47"
Friern Barnet / Friern Barnet Lane,51.61324,-0.15768,1,490007030E1,"134, 221, 234, 382, 43, 634, 683, SL1"
Friern Barnet Road,51.6121,-0.15745,1,490007029S,"134, 234, 43, 634"
Friern Barnet Road,51.61243,-0.15832,1,490007029N,"134, 234, 634"
Friern Barnet Town Hall,51.61305,-0.15784,1,490007030W1,"221, 382, 43"
Friern Mount Drive,51.63652,-0.17743,1,490007031S,"234, 263, 326, 34, 626, 634, N20"
Friern Mount Drive,51.63705,-0.17826,1,490007031N,"234, 263, 326, 34, 626, 634, N20"
Friern Road,51.45323,-0.06684,1,490013902E1,P13
Friern Road,51.45344,-0.06737,1,490013902W,P13
Friern Road,51.45654,-0.06427,1,490007032N,"363, 63, N63"
Friern Road,51.45739,-0.06467,1,490007032S,"363, 63, N63"
Frimley Close,51.35212,-0.01054,1,490006257S,"314, 64, 664"
Frimley Close,51.35253,-0.01091,1,490006257W,"314, 64, 664"
Frimley Road,51.55599,0.09444,1,490007033S,145
Frimley Road,51.55666,0.09414,1,490007033N,145
Fringewood Close,51.60454,-0.44597,1,490007034N,331
Frinton Road,51.52519,0.03941,1,490007036S,376
Frinton Road,51.60041,0.15303,1,490007035S,"294, 651"
Frinton Road,51.60202,0.15386,1,490007035N,"294, 651"
Friswell Place,51.4574,0.14537,1,490003975E,"269, 486, B15"
Frith Court,51.60427,-0.20591,1,490008278E,382
Frith Court,51.60432,-0.20643,1,490008278W,382
Frith Lane,51.60558,-0.20791,1,490007038N,"240, 382"
Frith Lane,51.60587,-0.20783,1,490007038S,"240, 382"
Frizlands Lane,51.55559,0.1553,1,490020323N,499
Frogmore,51.45858,-0.19857,1,490007044B,"220, 270, 485"
Frogmore,51.45871,-0.19806,1,490007044C,"220, 270, 485"
Front Lane,51.56852,0.26711,1,490013381W,248
Front Lane,51.56864,0.26739,1,490013381E,248
Fulbrook Road,51.55783,-0.13812,1,490015053J,"134, 390, N20"
Fulham Broadway,51.48022,-0.19844,1,490008547E,"14, 211, 28, 295, 306, 424, N11, N28"
Fulham Broadway,51.48023,-0.19812,1,490008547F,"14, 211, 28, 295, 306, 424, N11, N28"
Fulham Broadway Station,51.48002,-0.1947,1,490000084M,"14, 211"
Fulham Broadway Station,51.48029,-0.19448,1,490000084L,"14, 211"
Fulham Broadway Underground Station,51.480081,-0.195422,0,940GZZLUFBY,"11, 28, 295, 306, 424, District, N11, N28"
Fulham Cemetery,51.47959,-0.21773,1,490008677N,"220, 430, 74, N33, N72, N74"
Fulham Cemetery,51.48012,-0.21766,1,490008677S,"220, 430, 74, N33, N72, N74"
Fulham Cross,51.48273,-0.21326,1,490007050E,"190, 430, 74, N74, N97"
Fulham Cross,51.48291,-0.21527,1,490007050W,"190, 211, 295, 424, 430, 74, N11, N74, N97"
Fulham High Street,51.471,-0.2111,1,490007051N,"14, 220, 430, 74, N33, N72, N74"
Fulham High Street / New Kings Road,51.47023,-0.2104,1,490007051S,"14, 220, 430, 74, N33, N72, N74"
Fulham Palace Road,51.47195,-0.21062,1,490007054E,14
Fulham Palace Road,51.47211,-0.21014,1,490007054W,14
Fulham Pools,51.48346,-0.20891,1,490013676W,"190, 430, 74, N74, N97"
Fulham Pools,51.48385,-0.20789,1,490007053E,"190, 430, 74, N74, N97"
Fulham Road,51.47211,-0.21152,1,490007054S,"220, 430, 74, N33, N72, N74"
Fulham Road,51.48381,-0.18617,1,490007055HL,"328, C3, N31"
Fulham Road,51.49325,-0.16845,1,490016312N,360
Fulham Road,51.4934,-0.16843,1,490016312S,360
Fulham Road / Beaufort Street,51.48728,-0.1787,1,490003726W2,"14, 211, 345"
Fulham Road / Beaufort Street,51.48756,-0.17855,1,490003726E,"14, 211, 345"
Fulham Road / Chelsea & Westminster Hosp,51.48445,-0.18466,1,490007055HK,"328, C3, N31"
Fulham Town Hall,51.47897,-0.19477,1,490007057T,"11, N11"
Fulham Town Hall,51.47925,-0.19453,1,490007057S,"11, 28, 295, 306, 424, N11, N28"
Fulham Town Hall,51.47939,-0.19474,1,490007057R,"11, N11"
Fulham Town Hall,51.47945,-0.19514,1,490007057H,"28, 295, 306, 424, N28"
Fullwell Cross,51.59256,0.08418,1,490007059D,"150, 167, 169, 247, 275, 462, 667, 677, N8"
Fullwell Cross,51.59284,0.08428,1,490007059A,"150, 167, 169, 247, 275, 462, 667, 677, N8"
Fullwood Primary School,51.58469,0.07816,1,490007060S,"128, 150, 167, 667, 677, N8"
Fulmead Street,51.47557,-0.18844,1,490018645N,306
Fulmer Close,51.42723,-0.38287,1,490007061E,R70
Fulmer Road,51.51399,0.04248,1,490007062S,376
Fulmer Road,51.51434,0.04208,1,490007062N,376
Fulton Road,51.56055,-0.28333,1,490007063H,"182, 206, 223, 83, N83"
Fulton Road,51.56077,-0.28132,1,490007063L,206
Fulton Road,51.56086,-0.28169,1,490007063K,206
Fulwell / Sixth Cross Road,51.43664,-0.35045,1,490007064E,"267, 281, 290, 681, N22, R70"
Fulwell / Sixth Cross Road,51.43685,-0.35011,1,490007064F,"267, 281, 290, 681, N22, R70"
Fulwell Bus Garage,51.43509,-0.35151,1,490007065N2,
Fulwell Bus Garage,51.43509,-0.35079,1,490007065S2,
Fulwell Station,51.43388,-0.34629,1,490005445D,"281, 33, 481, 681, N33"
Fulwell Station,51.43455,-0.35145,1,490007065B,R70
Fulwell Station,51.43485,-0.34695,1,490005445C,"281, 33, 481, 681, N33"
Fulwell Station,51.43513,-0.35137,1,490007065A,R70
Furneaux Avenue,51.42388,-0.10532,1,490007066S,"196, 468, N68, SL6"
Furness Road,51.5347,-0.2366,1,490007067S,187
Furness Road,51.53513,-0.23764,1,490007067N,187
Furness Road (SM4),51.38979,-0.19117,1,490G00007069,470
Furness Road / Middleton Road,51.3896,-0.19139,1,490G00003555,
Furze Farm Close,51.59074,0.14168,1,490007071W,"362, 62"
Furze Farm Close,51.59083,0.14178,1,490007071E,"362, 62"
Furzedown Road,51.42779,-0.14807,1,490002349HE,G1
Furzeground Way,51.5093,-0.44168,1,490012825W,"350, A10, U5"
Furzeground Way,51.5094,-0.44175,1,490012825E,"350, A10, U5"
Furzehill Road,51.65545,-0.276377,1,210021002680,"107, 292"
Furzehill Road,51.656154,-0.275309,1,210021004120,"107, 292"
Fyfield Road,51.53234,0.18482,1,490007074E,103
Fyfield Road,51.5328,0.18395,1,490007074W,103
Fyfield Road,51.58986,0.00106,1,490004046W,230
Gables Avenue,51.429576,-0.466145,1,40004402109A,290
Gables Avenue,51.429684,-0.465465,1,40004402109B,290
Gad Close,51.52739,0.02754,1,490010953N,"262, 473"
Gainsboro Gardens,51.55452,-0.33727,1,490007078S,"92, H17"
Gainsboro Gardens,51.55473,-0.33735,1,490007078N,"92, H17"
Gainsborough Road,51.46845,-0.28817,1,490011403S,110
Gainsborough Road,51.4694,-0.28826,1,490007080N,110
Gainsborough Road,51.57045,0.0098,1,490016503N,"W12, W19"
Gainsborough Road,51.57054,0.01005,1,490016503Y,"W12, W19"
Gainsborough Road / North Finchley,51.61751,-0.1819,1,490002291ZZ,
Gale Street,51.53887,0.12888,1,490007084W,145
Gale Street,51.53892,0.12838,1,490007084E,145
Gale Street / Goresbrook Leisure Centre,51.53153,0.12715,1,490007314W,"173, 287, 673, 687"
Gale Street / Goresbrook Leisure Centre,51.53187,0.12959,1,490007314E,"173, 287, 687"
Galley Lane,51.65251,-0.21838,1,490013231W,"107, 606, 634"
Galley Lane,51.65263,-0.21899,1,490013231E2,"107, 606, 634"
Galley Lane,51.65273,-0.21906,1,490013231E1,
Galleymead Road,51.478853,-0.508292,1,03700168,81
Galleymead Road,51.479385,-0.509801,1,03700167,81
Galleywall Road / South Bermondsey Stn,51.48904,-0.05804,1,490007086B,"1, 381, N1, N381"
Galliard Road,51.63206,-0.06276,1,490007639W,192
Galliard Road,51.63215,-0.06254,1,490007639E,192
Gallions Close,51.52492,0.10744,1,490007089W,EL3
Gallions Close,51.52521,0.10828,1,490007089E,EL3
Gallions Park,51.49793,0.08487,1,490007091S,"244, 380"
Gallions Park,51.49816,0.08455,1,490007091N,"244, 380"
Gallions Reach DLR Station,51.508941,0.071555,0,940GZZDLGAL,"262, 366, 474, DLR, N551, SL2"
Gallions Reach Health Centre,51.5059,0.11083,1,490007092G,"244, 301, 672, N1"
Gallions Reach Health Centre,51.50611,0.11003,1,490007092F,"244, 301, 672, N1"
Gallions Reach Roundabout,51.5097,0.0696,1,490007094S,"262, 366, 474, N551"
Gallions Reach Shopping Park,51.51624,0.07958,1,490016872S1,366
Gallions Reach Shopping Park,51.5164,0.07966,1,490016872S,"262, 366, N551"
Gallions Reach Shopping Park,51.51651,0.07949,1,490016872AP,"262, 366, N551"
Gallions Reach Station,51.50831,0.07249,1,490002039B,"262, 366, N551"
Gallions Reach Station,51.50846,0.07349,1,490002039E,"262, 366, N551"
Gallions Reach Station,51.50875,0.07196,0,4900ZZDLGAL1,
Galloway Road,51.50638,-0.23927,1,490008607W,"207, 228, 260, 283, N207"
Gallows Corner,51.59373,0.21328,1,490007095S1,"174, 496, 499, 608, 656, 674, 686, N86"
Gallows Corner,51.59414,0.21298,1,490007095N1,"174, 496, 499, 608, 656, 674, 686, N86"
Gallows Corner / Tesco,51.59263,0.21981,1,490007096N,"346, 499, 656"
Gallows Corner Retail Park,51.59324,0.21538,1,490007095S2,"498, 499, 656"
Gallows Corner Retail Park,51.59339,0.21518,1,490007095N2,"498, 499, 656"
Galpins Road,51.40133,-0.11844,1,490007099N,"109, N109"
Galpins Road / London Road,51.40074,-0.11854,1,490007099W,60
Galsworthy House,51.42711,-0.27253,1,490007101W,"85, K3"
Galsworthy House,51.42754,-0.27234,1,490007101E,"85, K3"
Galsworthy Road / Norbiton Station,51.413,-0.27972,1,490007102NE,57
Galveston Road,51.45663,-0.20326,1,490012985W,"337, 37"
Galveston Road,51.45677,-0.20337,1,490012985E,"337, 37"
Gants Hill Station,51.57596,0.06883,1,490015201L,"296, 396, 66"
Gants Hill Station,51.57666,0.06463,1,490000085G,"462, 66, N8"
Gants Hill Station,51.57727,0.06848,1,490015200E,"128, 150, 167, 667, 677, N8"
Gants Hill Station,51.57729,0.06807,1,490015200C,"128, 150, 167, 667, 677, N8"
Gants Hill Station  / Woodford Avenue,51.57739,0.06526,1,490015199B,"123, 179, 462, 679"
Gants Hill Station / Cranbrook Road,51.57565,0.06636,1,490015202N,"123, 128, 150, 167, 179, 296, 396, 667, 677, 679, SL2"
Gants Hill Station / Cranbrook Road,51.5759,0.06604,1,490015202M,"123, 128, 150, 167, 179, 296, 396, 667, 677, 679, SL2"
Gants Hill Station / Woodford Avenue,51.57751,0.06569,1,490000085A,"123, 179, 462, 679"
Gants Hill Underground Station,51.576544,0.066185,0,940GZZLUGTH,"123, 128, 150, 167, 179, 296, 396, 462, 66, 667, 677, 679, Central, N8, SL2"
Gantshill Crescent,51.58054,0.07342,1,490007110N,"128, 150, 167, 667, 677, N8"
Gap Road / Plough Lane,51.42778,-0.19186,1,490011060C,"156, 493, N87"
Garden Avenue,51.46226,0.14783,1,490010459S,"301, 401"
Garden Centre,51.314107,0.116952,1,2400A008600A,R10
Garden Close,51.36163,-0.13138,1,490007112N,S4
Garden Close,51.36186,-0.13134,1,490007112S,S4
Garden Close,51.42952,-0.37634,1,490007113W,"111, R70"
Garden Close,51.65016,-0.22334,1,490007117W,"107, 606"
Garden Close,51.65085,-0.222,1,490007117E,"107, 606"
Garden Court,51.43098,-0.3781,1,490007115S,111
Garden Court,51.43117,-0.37855,1,490007115N,"111, R70"
Garland Road Clinic,51.47862,0.08618,1,490007118S,291
Garlies Road,51.43321,-0.04172,1,490007119S,356
Garlies Road,51.43377,-0.04237,1,490007119N,356
Garner Road / North Arm,51.59967,-0.00729,1,490007120S,"212, W16"
Garner Road / North Arm,51.59992,-0.00749,1,490007120N,"212, W16"
Garnet Street,51.50648,-0.05577,1,490003335E,100
Garrad's Road,51.43026,-0.13652,1,490007121W,"249, 319, G1"
Garrad's Road,51.4303,-0.13594,1,490007121E,"249, 319, G1"
Garratt Lane / Tooting Broadway,51.42839,-0.16908,1,490000234N,"155, 264, 270, 280, 44, 493, 77, N44"
Garrick Crescent,51.37425,-0.08835,1,490003105N,"433, 64"
Garrick Crescent,51.37465,-0.0883,1,490003105S,"433, 64"
Garrick Villa,51.41184,-0.35702,1,490007125W,"111, 216, R68"
Garrick Villa,51.41269,-0.35925,1,490007125E,"111, 216, R68"
Garrison Lane,51.35575,-0.31186,1,490009048C,"465, 71, N65"
Garrison Lane,51.35686,-0.31148,1,490009048D,"465, 467, 71, N65"
Garry Way,51.60104,0.17928,1,490007128S,"103, 499, 651"
Garry Way,51.6016,0.17973,1,490007128N,499
Garston Lane,51.32113,-0.09028,1,490007129N,"407, 434"
Garston Lane,51.32129,-0.09039,1,490007129S,"407, 434"
Garth Road,51.518194,0.293825,1,1590009801,370
Garth Road,51.56331,-0.20494,1,490007131N,"113, N113"
Garth Road,51.5644,-0.20514,1,490007131S,"113, N113"
Garth Road / Stonecot Hill,51.38066,-0.21803,1,490007130AF,293
Garthland Drive,51.64781,-0.22475,1,490003277E1,384
Garthland Drive,51.64806,-0.22526,1,490020353W,384
Gascoigne Estate,51.52968,0.08275,1,490007132S,62
Gascoigne Primary School,51.53277,0.07995,1,490012573S,62
Gascoyne Road,51.54072,-0.03861,1,490016420W,388
Gascoyne Road,51.54342,-0.04186,1,490008671E,"26, 388, N26"
Gataker Street,51.4963,-0.06009,1,490019060S,P12
Gateshead Road,51.662849,-0.286088,1,210021003360,292
Gateway Surgical Centre,51.52075,0.03976,1,490018884S,276
Gatley Avenue,51.362438,-0.27654,1,400G4406088A,418
Gatton Close,51.34867,-0.19447,1,490007142N,"280, 80"
Gatton Close,51.3498,-0.19345,1,490007142S,"280, 80"
Gatton Point / East Surrey College,51.252702,-0.164786,1,40004409191B,405
Gatton Point / East Surrey College,51.253107,-0.164842,1,40004409191A,405
Gatwick Road,51.44794,-0.20417,1,490004880N,"39, 639"
Gatwick Road,51.44871,-0.20329,1,490007144S,"39, 639"
Gaynes Park Road,51.54924,0.24699,1,490007147S,370
Gaynes Park Road,51.54962,0.2469,1,490007147N,370
Gaynes Road,51.55687,0.24937,1,490007148D,"248, 346, 370, 646, 652"
Gaynesford Road,51.3564,-0.15545,1,490018769S,S4
Gayton Road,51.57975,-0.33116,1,490016748,"H10, H9"
Gayton Road,51.57977,-0.32231,1,490010424EE,H19
Gayton Road,51.58001,-0.33071,1,490001674E,H9
Gayton Road,51.58105,-0.32965,1,490016719N,"114, 183"
Gayton Road / Abbey Wood Station,51.49089,0.12234,1,490002273ZZ,472
Geary Road,51.55458,-0.23741,1,490007150S,226
Geary Road,51.55514,-0.23765,1,490007150N,226
Geddes Place,51.45692,0.14753,1,490003975W,"132, N21"
Geddes Place,51.45702,0.14758,1,490007152W,"132, 99, N21"
Gedge Court,51.39897,-0.17168,1,490007153W,"201, 280, 45, N133, N44"
Geldeston Road,51.56275,-0.06317,1,490007156W,106
Geldeston Road,51.56288,-0.06368,1,490007156E,106
Geneva Gardens,51.57889,0.14077,1,490007157N,"362, 62"
Geneva Road,51.40056,-0.29917,1,490007158W,K1
Geneva Road,51.40078,-0.29869,1,490007158E,K1
Genoa Avenue,51.45685,-0.22599,1,490018693S,424
Genoa Avenue,51.45701,-0.22616,1,490018693N,424
George Green's School,51.48865,-0.00751,1,490007161E,"135, D7, N550"
George Lane,51.4498,-0.00367,1,490008259S,"181, 225"
George Lane,51.45006,-0.00487,1,490008259N,"181, 225"
George Lane / Chigwell Road,51.59009,0.03027,1,490008091S,"179, N55, W12, W13, W14"
George Lane / Chigwell Road,51.59019,0.02996,1,490008091W,"179, N55, W12, W13, W14"
George Lane Shopping Centre,51.5944,0.02411,1,490007164H,"179, N55, W12, W13"
George Lane Shopping Centre,51.59464,0.02427,1,490007164G,"179, N55, W12, W13"
George Road,51.41838,-0.28015,1,490008825N,"85, K3"
George Road,51.41881,-0.27925,1,490008825S,"85, K3"
George Street,51.37398,-0.09875,0,4900ZZCRCEN0,
George Street,51.46033,-0.30546,1,490007166A,"33, 337, 493, N33"
George Street,51.46071,-0.30474,1,490007166B,"110, 190, 33, 337, 371, 419, 490, 493, 65, 969, H37, N22, N33, N65, R68, R70"
George Street,51.51205,0.01101,1,490007165S,330
George Street,51.51631,-0.16466,1,490007167V,"23, 36, 6, 7, 98, N32, N7, N98"
George Street,51.51644,-0.16514,1,490007167N3,"6, 98, N32, N98"
George Street,51.51666,-0.15745,1,490015317N,"2, 30, 74, N2, N74"
George Street,51.5178,-0.15548,1,490015316J,"113, 139, 2, 30, 74, N113, N2, N74"
