commonName,lat_x,lon_x,is_pure_bus,id,lines,commonName_clean,line_id,line_name,mode_name,station_id,station_name,lat_y,lon_y,station_modes,station_name_clean
Baffin Way,51.5078,-0.0049,1.0,490000804Z,"D3, N550",baffin way,,,,,,,,,
Bagleys Lane,51.47266,-0.18409,1.0,490005070W,"306, C3",bagleys lane,,,,,,,,,
Baird Road,51.64907,-0.05797,1.0,490015329W,"121, 191, 217, 307, 313, 317",baird road,,,,,,,,,
Baird Road,51.64923,-0.05779,1.0,490015329E,"121, 191, 217, 307, 313, 317",baird road,,,,,,,,,
Baker Street,51.66312,-0.07795,1.0,490003547W,"191, W8",baker street,,,,,,,,,
Baker Street,51.66322,-0.0778,1.0,490003547E2,191,baker street,,,,,,,,,
Baker Street,51.66343,-0.07834,1.0,490003547E1,"191, W8",baker street,,,,,,,,,
Baker Street Station,51.52222,-0.15626,1.0,490000011E,"18, 205, 27, 30, 453, N18, N205, N27",baker street station,,,,,,,,,
Baker Street Station,51.52235,-0.15683,1.0,490000011E1,,baker street station,,,,,,,,,
Baker Street Station,51.52242,-0.16009,1.0,490006135S,,baker street station,,,,,,,,,
Baker Street Station,51.52242,-0.15628,1.0,490000011D,"18, 205, 27, 30, 453, 74, N18, N205, N27, N74",baker street station,,,,,,,,,
Baker Street Station,51.52253,-0.15761,1.0,490000011S2,,baker street station,,,,,,,,,
Baker Street Station,51.52257,-0.15771,1.0,490000011B,"113, 139, N113",baker street station,,,,,,,,,
Baker Street Station,51.52285,-0.15794,1.0,490000011ZZ,"113, 13, 139, 189, 274, N113",baker street station,,,,,,,,,
Baker Street Station,51.52342,-0.15803,1.0,490000011S1,,baker street station,,,,,,,,,
Baker Street Station,51.52351,-0.15813,1.0,490000011A,"13, 189, 274, 74, N74",baker street station,,,,,,,,,
Baker Street Station,51.52489,-0.15982,1.0,490000011ZY,,baker street station,,,,,,,,,
,,,,,,,bakerloo,Bakerloo,tube,940GZZLUBST,Baker Street Underground Station,51.522883,-0.15713,['tube'],baker street underground station
,,,,,,,circle,Circle,tube,940GZZLUBST,Baker Street Underground Station,51.522883,-0.15713,['tube'],baker street underground station
,,,,,,,hammersmith-city,Hammersmith & City,tube,940GZZLUBST,Baker Street Underground Station,51.522883,-0.15713,['tube'],baker street underground station
,,,,,,,jubilee,Jubilee,tube,940GZZLUBST,Baker Street Underground Station,51.522883,-0.15713,['tube'],baker street underground station
,,,,,,,metropolitan,Metropolitan,tube,940GZZLUBST,Baker Street Underground Station,51.522883,-0.15713,['tube'],baker street underground station
Bakers Avenue,51.5762,-0.0148,1.0,490015099A,"20, 230, 257, 357, 55, 69, 97, N26, N38, W15, W19",bakers avenue,,,,,,,,,
Balaam Park Health Centre,51.52632,0.02382,1.0,490006106N,"241, 325, 678",balaam park health centre,,,,,,,,,
Balaam Street,51.52216,0.02196,1.0,490003551E,"115, 276, 300, 330, 5, N15",balaam street,,,,,,,,,
Balaam Street,51.52256,0.02338,1.0,490003551W,"115, 276, 330, 5, N15",balaam street,,,,,,,,,
Balaam Street,51.52956,0.02421,1.0,490011045S,"262, 473",balaam street,,,,,,,,,
Balaam Street,51.52963,0.02368,1.0,490011045N,"241, 262, 325, 473, 678",balaam street,,,,,,,,,
Balchen Road,51.46882,0.03583,1.0,490003553W,386,balchen road,,,,,,,,,
Balchen Road,51.46901,0.03702,1.0,490003553E,386,balchen road,,,,,,,,,
Baldock Way,51.66874,-0.282453,1.0,210021002820,292,baldock way,,,,,,,,,
Baldock Way,51.669004,-0.282081,1.0,210021003990,292,baldock way,,,,,,,,,
Baldwyns Park,51.4349,0.16644,1.0,490005969W,B12,baldwyns park,,,,,,,,,
Baldwyns Park / Dartford Road,51.43432,0.16583,1.0,490005969N,B12,baldwyns park / dartford road,,,,,,,,,
Balfern Grove,51.48937,-0.25057,1.0,490003556S,190,balfern grove,,,,,,,,,
Balfern Grove,51.48958,-0.25094,1.0,490003556N,190,balfern grove,,,,,,,,,
Balfour Road / Athenaeum Court,51.5529,-0.092,1.0,490016299S,393,balfour road / athenaeum court,,,,,,,,,
Balfour Road / Crowfield House,51.55577,-0.09237,1.0,490016298S,393,balfour road / crowfield house,,,,,,,,,
Balfour Road / Crowfield House,51.55583,-0.09254,1.0,490016298N,393,balfour road / crowfield house,,,,,,,,,
Balfour Road / Lexfield House,51.55289,-0.09219,1.0,490016299N,393,balfour road / lexfield house,,,,,,,,,
Balfour Street,51.49132,-0.08956,1.0,490003557N,"136, 343, N343",balfour street,,,,,,,,,
Balfour Street,51.49138,-0.08982,1.0,490003557S,"136, 343, N343",balfour street,,,,,,,,,
Balgonie Road,51.62858,0.00288,1.0,490005183N,"179, 212, 397, 444",balgonie road,,,,,,,,,
Balgonie Road,51.6288,0.00308,1.0,490005183E,"179, 212, 397, 444",balgonie road,,,,,,,,,
Balgores Lane,51.58669,0.20077,1.0,490003558W,"174, 498, N86",balgores lane,,,,,,,,,
Balham,51.443259,-0.152707,0.0,HUBBAL,"Northern, Southern",balham,,,,,,,,,
Balham Health Centre,51.44084,-0.14856,1.0,490003560S,315,balham health centre,,,,,,,,,
Balham Health Centre,51.44091,-0.14875,1.0,490003560N,315,balham health centre,,,,,,,,,
Balham New Road,51.44636,-0.14958,1.0,490003561E,"155, 249, 255, 355, N155",balham new road,,,,,,,,,
Balham New Road,51.44727,-0.14912,1.0,490003561F,"155, 249, 255, 355, N155",balham new road,,,,,,,,,
Balham Station,51.44287,-0.15336,1.0,490000012B,"155, 249, 355, N155",balham station,,,,,,,,,
Balham Station,51.44304,-0.15155,1.0,490000012A,315,balham station,,,,,,,,,
Balham Station,51.44391,-0.15207,1.0,490000012C,"155, 249, 255, 355, N155",balham station,,,,,,,,,
Balham Station  / Balham Station Road,51.44302,-0.15091,1.0,490000012J,255,balham station  / balham station road,,,,,,,,,
,,,,,,,northern,Northern,tube,940GZZLUBLM,Balham Underground Station,51.443288,-0.152997,['tube'],balham underground station
Ballards Road,51.52965,0.15365,1.0,490003565W,"145, 174, 175, 287, 687",ballards road,,,,,,,,,
Ballards Road,51.53814,0.16722,1.0,490009126W,103,ballards road,,,,,,,,,
Ballards Road,51.5384,0.16725,1.0,490003566E,103,ballards road,,,,,,,,,
Ballards Road,51.53947,0.16528,1.0,490003566N1,"103, 364",ballards road,,,,,,,,,
Ballards Road,51.54003,0.16532,1.0,490003566N2,"103, 364",ballards road,,,,,,,,,
Ballards Road / Princess Parade,51.52982,0.15383,1.0,490003565E2,"145, 174, 175, 287, 687",ballards road / princess parade,,,,,,,,,
Ballards Way,51.35582,-0.07257,1.0,490003568E,"433, 64",ballards way,,,,,,,,,
Ballards Way,51.35598,-0.07298,1.0,490003568N,"433, 64",ballards way,,,,,,,,,
Balls Pond Road,51.5463,-0.08387,1.0,490015133N,141,balls pond road,,,,,,,,,
Balls Pond Road,51.54698,-0.08378,1.0,490015133S,141,balls pond road,,,,,,,,,
Balls Pond Road,51.54721,-0.08663,1.0,490003569S2,"341, 476, 73, N73",balls pond road,,,,,,,,,
Balls Pond Road / Burder Road,51.54613,-0.07788,1.0,490004583F,"30, 38, 56, N277, N38",balls pond road / burder road,,,,,,,,,
Balmoral Court,51.56109,-0.28857,1.0,490003571N,297,balmoral court,,,,,,,,,
Balmoral Drive,51.52573,-0.41974,1.0,490003572D,"195, 696, 697, 90, U7",balmoral drive,,,,,,,,,
Balmoral Drive,51.52711,-0.41844,1.0,490003572N,"195, 696, 697, 90, U7",balmoral drive,,,,,,,,,
Baltic Street West,51.52234,-0.09746,1.0,490003573S,"153, 4, 56",baltic street west,,,,,,,,,
Bampton Road,51.59538,0.22289,1.0,490003574S,498,bampton road,,,,,,,,,
Bampton Road,51.59636,0.22507,1.0,490003574E,498,bampton road,,,,,,,,,
Bancroft Road / Ocean Estate,51.52223,-0.04475,1.0,490010513E,"205, 25, N205, N25",bancroft road / ocean estate,,,,,,,,,
Bancroft's School,51.61874,0.0259,1.0,490003575W,"179, 397, 657, 679",bancroft's school,,,,,,,,,
Bancroft's School,51.61881,0.0261,1.0,490003575E,"179, 397, 657, 679",bancroft's school,,,,,,,,,
Bandon Hill Cemetery,51.36645,-0.1321,1.0,490003576N,S4,bandon hill cemetery,,,,,,,,,
Bandon Hill Cemetery,51.36721,-0.13191,1.0,490003769S,S4,bandon hill cemetery,,,,,,,,,
Banister House,51.548,-0.04533,1.0,490006082A,"236, 276, 394, 425, 488, W15",banister house,,,,,,,,,
Banister Road,51.53047,-0.2163,1.0,490003583S,"28, 316, 52",banister road,,,,,,,,,
Banister Road,51.53057,-0.21652,1.0,490003583N,"28, 316, 52",banister road,,,,,,,,,
Bank,51.513395,-0.089095,0.0,HUBBAN,"133, 141, 149, 21, 25, 26, 344, 35, 388, 43, 47, 8, Central, DLR, N133, N21, N242, N25, N26, N550, N551, N8, Northern, Waterloo & City",bank,,,,,,,,,
,,,,,,,dlr,DLR,dlr,940GZZDLBNK,Bank DLR Station,51.513233,-0.088515,['dlr'],bank dlr station
Bank Station  / Cornhill,51.51327,-0.08775,1.0,490000013E,"25, 26, 8, N242, N25, N26, N550, N551, N8",bank station  / cornhill,,,,,,,,,
Bank Station  / Cornhill,51.51338,-0.0876,1.0,490000013D,"25, 26, 8, N242, N25, N26, N550, N551, N8",bank station  / cornhill,,,,,,,,,
Bank Station  / King William Street,51.51226,-0.08805,1.0,490000013F,"133, 141, 21, 43, N21",bank station  / king william street,,,,,,,,,
Bank Station  / Poultry,51.51374,-0.09146,1.0,490007596K,"25, 26, 8, N242, N25, N26, N550, N551, N8",bank station  / poultry,,,,,,,,,
Bank Station  / Princes Street,51.51396,-0.08926,1.0,490011218B,"141, 21, 43",bank station  / princes street,,,,,,,,,
Bank Station  / Princes Street,51.51431,-0.08965,1.0,490011218A,"141, 21, 43",bank station  / princes street,,,,,,,,,
Bank Station  / Threadneedle Street,51.51381,-0.08787,1.0,490000013C,,bank station  / threadneedle street,,,,,,,,,
,,,,,,,central,Central,tube,940GZZLUBNK,Bank Underground Station,51.513132,-0.090047,['tube'],bank underground station
,,,,,,,northern,Northern,tube,940GZZLUBNK,Bank Underground Station,51.513132,-0.090047,['tube'],bank underground station
,,,,,,,waterloo-city,Waterloo & City,tube,940GZZLUBNK,Bank Underground Station,51.513132,-0.090047,['tube'],bank underground station
Bankhurst Road,51.44858,-0.02969,1.0,490003579Z,284,bankhurst road,,,,,,,,,
Bankside Pier,51.508388,-0.096384,0.0,930GSWK,"344, RB1, RB2, RB6, Thames River Services",bankside pier,,,,,,,,,
Bankside Pier,51.50839,-0.09634,0.0,4900SWK0,,bankside pier,,,,,,,,,
Bankside Road,51.5472,0.08231,1.0,490003581W,366,bankside road,,,,,,,,,
Bankside Road,51.54728,0.08178,1.0,490003581E,366,bankside road,,,,,,,,,
Bannister Playing Fields,51.6093,-0.35724,1.0,490003582C,182,bannister playing fields,,,,,,,,,
Bannockburn Road,51.48719,0.0932,1.0,490003584O,"177, 180, 422, 469, 96, 99, N1",bannockburn road,,,,,,,,,
Bannockburn School,51.4867,0.10157,1.0,490005261S,469,bannockburn school,,,,,,,,,
Bannockburn School,51.48696,0.1012,1.0,490005261N,469,bannockburn school,,,,,,,,,
Banqueting House,51.50381,-0.12613,1.0,490008376S1,,banqueting house,,,,,,,,,
Banstead / Marks & Spencer,51.32214,-0.203393,1.0,40004409047B,"166, S1",banstead / marks & spencer,,,,,,,,,
Banstead / Marks & Spencer,51.32216,-0.20411,1.0,40004409047A,"166, S1",banstead / marks & spencer,,,,,,,,,
Banstead / the Woolpack,51.32411,-0.196383,1.0,40004409045B,"166, S1",banstead / the woolpack,,,,,,,,,
Banstead / the Woolpack,51.324433,-0.195768,1.0,40004409045A,"166, S1",banstead / the woolpack,,,,,,,,,
Banstead Crossroads,51.32786,-0.209284,1.0,40004409049A,166,banstead crossroads,,,,,,,,,
Banstead Crossroads,51.327868,-0.210992,1.0,40004409049B,166,banstead crossroads,,,,,,,,,
Banstead Downs,51.335587,-0.194828,1.0,40004409034B,S1,banstead downs,,,,,,,,,
Banstead Downs,51.336291,-0.194943,1.0,40004409034A,S1,banstead downs,,,,,,,,,
Banstead Rail Station,51.329349,-0.213159,0.0,910GBANSTED,"166, Southern",banstead rail station,,,,,,,,,
Banstead Road South / Downs Road,51.3415,-0.18782,1.0,490003589S,"S3, S4",banstead road south / downs road,,,,,,,,,
Banstead Station,51.328395,-0.21545,1.0,40004409050B,166,banstead station,,,,,,,,,
Banstead Station,51.328577,-0.214452,1.0,40004409050A,166,banstead station,,,,,,,,,
Barbauld Road,51.55836,-0.08247,1.0,490003591N,"476, 73, N73",barbauld road,,,,,,,,,
Barbauld Road,51.55893,-0.08243,1.0,490004808S,"476, 73, N73",barbauld road,,,,,,,,,
Barbican Station,51.5203,-0.0977,1.0,490000014A,"153, 4, 56",barbican station,,,,,,,,,
Barbican Station,51.5209,-0.09738,1.0,490000014B,"153, 4, 56",barbican station,,,,,,,,,
,,,,,,,circle,Circle,tube,940GZZLUBBN,Barbican Underground Station,51.520275,-0.097993,['tube'],barbican underground station
,,,,,,,hammersmith-city,Hammersmith & City,tube,940GZZLUBBN,Barbican Underground Station,51.520275,-0.097993,['tube'],barbican underground station
,,,,,,,metropolitan,Metropolitan,tube,940GZZLUBBN,Barbican Underground Station,51.520275,-0.097993,['tube'],barbican underground station
Barden Street,51.47671,0.08951,1.0,490003593N,291,barden street,,,,,,,,,
Barfield Road,51.39932,0.05669,1.0,490018905E,R7,barfield road,,,,,,,,,
Barfield Road / Blackbrook Lane,51.39929,0.05698,1.0,490018905W,R7,barfield road / blackbrook lane,,,,,,,,,
Bargehouse Road,51.50119,0.07012,1.0,490003595E,474,bargehouse road,,,,,,,,,
Bargehouse Road,51.50119,0.07067,1.0,490003595W,474,bargehouse road,,,,,,,,,
Bargery Road,51.44054,-0.02071,1.0,490003596N,"136, 171, 199, 208, 320, 336, 47, 54, 660, N136, N199",bargery road,,,,,,,,,
Barham Avenue,51.651846,-0.285737,1.0,210021002710,107,barham avenue,,,,,,,,,
Barham Avenue,51.65214,-0.28493,1.0,210021004230,107,barham avenue,,,,,,,,,
Barham Park,51.55154,-0.31132,1.0,490013363S,H17,barham park,,,,,,,,,
Baring Road,51.43268,0.02194,1.0,490018573W,273,baring road,,,,,,,,,
Baring Road,51.44586,0.01318,1.0,490003599W,"160, 202, 660",baring road,,,,,,,,,
Baring Road,51.44599,0.01311,1.0,490003599E,"160, 202, 660",baring road,,,,,,,,,
Baring Road,51.65261,-0.16698,1.0,490006899Z,384,baring road,,,,,,,,,
Baring Road,51.65298,-0.16704,1.0,490006899S,384,baring road,,,,,,,,,
Baring Road,51.65304,-0.16734,1.0,490006899N,384,baring road,,,,,,,,,
Baring Road / Coopers Lane,51.43524,0.01998,1.0,490015292N,"261, 273, 284",baring road / coopers lane,,,,,,,,,
Baring Road / Coopers Lane,51.43575,0.01967,1.0,490015292S,"261, 273, 284",baring road / coopers lane,,,,,,,,,
Baring Street,51.53626,-0.08929,1.0,490003601W,"141, 76",baring street,,,,,,,,,
Baring Street,51.53654,-0.09044,1.0,490003601N1,"21, N271",baring street,,,,,,,,,
Baring Street,51.53662,-0.0888,1.0,490003601N2,"141, 394, 76",baring street,,,,,,,,,
Baring Street,51.53663,-0.09029,1.0,490003601S,"141, 21, 394, 76, N271",baring street,,,,,,,,,
Barkantine Clinic / Hutchings Street,51.49835,-0.02599,1.0,490003602N,"135, 277, D7, N277, N550",barkantine clinic / hutchings street,,,,,,,,,
Barkantine Clinic / Hutchings Street,51.49888,-0.02591,1.0,490003602S,"135, 277, D7, N277, N550",barkantine clinic / hutchings street,,,,,,,,,
Barking,51.539413,0.080988,0.0,HUBBKG,"District, Hammersmith & City, Suffragette, c2c",barking,,,,,,,,,
Barking & Dagenham College,51.55964,0.17547,1.0,490011797S,174,barking & dagenham college,,,,,,,,,
Barking & Dagenham College,51.56031,0.17544,1.0,490011797N,174,barking & dagenham college,,,,,,,,,
Barking Abbey,51.53711,0.07624,1.0,490003603A,"287, 368, 62, 687",barking abbey,,,,,,,,,
Barking Bus Garage,51.54651,0.09563,1.0,490003605W,"145, 5, EL2, EL3, N15",barking bus garage,,,,,,,,,
Barking Bus Garage,51.54661,0.09552,1.0,490003605E1,"145, 5, EL2, EL3, N15",barking bus garage,,,,,,,,,
Barking Bus Garage / Faircross,51.54493,0.09452,1.0,490003605N,62,barking bus garage / faircross,,,,,,,,,
Barking Community Hospital,51.54023,0.0998,1.0,490003608S,62,barking community hospital,,,,,,,,,
Barking Industrial Park,51.53339,0.10606,1.0,490013224W,"287, 368, 62, 687",barking industrial park,,,,,,,,,
Barking Industrial Park,51.53359,0.106,1.0,490013224E,"287, 368, 62, 687",barking industrial park,,,,,,,,,
,,,,,,,suffragette,Suffragette,overground,910GBARKING,Barking Rail Station,51.539495,0.080903,"['national-rail', 'overground']",barking rail station
,,,,,,,suffragette,Suffragette,overground,910GBKRVS,Barking Riverside,51.51953,0.11596,['overground'],barking riverside
Barking Riverside Station,51.51903,0.11758,1.0,490002272YX,"EL1, EL3",barking riverside station,,,,,,,,,
Barking Riverside Station,51.51945,0.11803,1.0,490002272YY,"EL1, EL3",barking riverside station,,,,,,,,,
Barking Road,51.52275,0.02258,1.0,490003549S,"241, 325, 678",barking road,,,,,,,,,
Barking Road,51.52276,0.02241,1.0,490011039N,"241, 325, 678",barking road,,,,,,,,,
Barking Road,51.52631,0.02882,1.0,490011040N,"262, 473",barking road,,,,,,,,,
Barking Road,51.52687,0.02848,1.0,490011040S,"262, 473",barking road,,,,,,,,,
Barking Road,51.52974,0.03741,1.0,490003151R,"104, 376",barking road,,,,,,,,,
Barking Road / Manor Road,51.51675,0.00768,1.0,490016356S,323,barking road / manor road,,,,,,,,,
Barking Station,51.53923,0.08137,1.0,490000015H,"287, 368, 62, 687, EL1, EL2, EL3, SL2",barking station,,,,,,,,,
Barking Station,51.53942,0.08123,1.0,490000015K,"368, 5, 62, 687, EL2, EL3, N15, SL2",barking station,,,,,,,,,
Barking Station,51.53986,0.08214,1.0,490000015X,"169, 238, 366, 5, N15",barking station,,,,,,,,,
Barking Station,51.53997,0.08206,1.0,490000015L,"169, 238, 287, 366, EL1",barking station,,,,,,,,,
Barking Station,51.54007,0.0822,1.0,490000015RB,,barking station,,,,,,,,,
Barking Station,51.54007,0.08239,1.0,490000015G,,barking station,,,,,,,,,
Barking Station,51.5402,0.08233,1.0,490000015N1,,barking station,,,,,,,,,
Barking Tesco,51.53709,0.07099,1.0,490003615S,"238, 366, 5, N15",barking tesco,,,,,,,,,
Barking Town Centre,51.53794,0.0778,1.0,490003616M,"169, 238, 287, 366, 368, 5, 62, 687, N15, SL2",barking town centre,,,,,,,,,
Barking Town Centre,51.53805,0.07836,1.0,490003616C,"238, 287, 366, 368, 5, 62, 687, N15, SL2",barking town centre,,,,,,,,,
Barking Town Centre,51.53816,0.07825,1.0,490003616D,"169, 287, 366, 687, SL2",barking town centre,,,,,,,,,
Barking Town Centre,51.53834,0.07856,1.0,490003616E,"238, 368, 5, 62, N15",barking town centre,,,,,,,,,
,,,,,,,district,District,tube,940GZZLUBKG,Barking Underground Station,51.539321,0.081053,['tube'],barking underground station
,,,,,,,hammersmith-city,Hammersmith & City,tube,940GZZLUBKG,Barking Underground Station,51.539321,0.081053,['tube'],barking underground station
Barkingside High Street,51.59025,0.08123,1.0,490003612H,"128, 462",barkingside high street,,,,,,,,,
Barkingside High Street,51.59039,0.08116,1.0,490003612P,"128, 462",barkingside high street,,,,,,,,,
Barkingside Magistrates Court,51.58799,0.08127,1.0,490003613R,"169, 247",barkingside magistrates court,,,,,,,,,
Barkingside Police Station,51.58886,0.08115,1.0,490007012N,"128, 150, 167, 169, 275, 667, 677, N8",barkingside police station,,,,,,,,,
Barkingside Station,51.58725,0.08511,1.0,490000016S,"169, 247",barkingside station,,,,,,,,,
Barkingside Station,51.5874,0.0852,1.0,490000016U,169,barkingside station,,,,,,,,,
Barkingside Station,51.58777,0.08423,1.0,490003623B,247,barkingside station,,,,,,,,,
Barkingside Tesco,51.58673,0.08141,1.0,490003614V,275,barkingside tesco,,,,,,,,,
,,,,,,,central,Central,tube,940GZZLUBKE,Barkingside Underground Station,51.585689,0.088585,['tube'],barkingside underground station
Barlby Gardens,51.52364,-0.21785,1.0,490003618P,"316, 70",barlby gardens,,,,,,,,,
Barlby Gardens,51.52369,-0.21732,1.0,490003618Q,"316, 70",barlby gardens,,,,,,,,,
Barlby Road,51.52343,-0.21364,1.0,490003619M,"228, 23, 295, 452, 52, 70",barlby road,,,,,,,,,
Barlby Road,51.52354,-0.21345,1.0,490003619N,"228, 23, 295, 452, 52, 70",barlby road,,,,,,,,,
Barley Lane,51.58238,0.11571,1.0,490003620C,"296, 396, 66",barley lane,,,,,,,,,
Barley Lane,51.58262,0.11561,1.0,490003620D,"296, 396, 66",barley lane,,,,,,,,,
Barley Lane / Goodmayes Station,51.56648,0.10894,1.0,490003621C,"86, N86",barley lane / goodmayes station,,,,,,,,,
Barn Croft Primary School,51.57642,-0.03581,1.0,490016504S,W19,barn croft primary school,,,,,,,,,
Barn Croft Primary School,51.57656,-0.03514,1.0,490016504N,W19,barn croft primary school,,,,,,,,,
Barnabas Road,51.54519,-0.04042,1.0,490003622W,"26, 30, N26",barnabas road,,,,,,,,,
Barnabas Road,51.5453,-0.04062,1.0,49003622ZZ,"26, 30, N26",barnabas road,,,,,,,,,
Barnby Street,51.53756,0.00595,1.0,490014466S,"104, 238, 241, 262, 276, 473, 69",barnby street,,,,,,,,,
Barnehurst Avenue,51.47118,0.16134,1.0,490004477E,"89, N89",barnehurst avenue,,,,,,,,,
Barnehurst Rail Station,51.464959,0.159646,0.0,910GBRNHRST,"229, 602, 669, 89, 99, N89, Southeastern, Thameslink",barnehurst rail station,,,,,,,,,
Barnehurst Road / Randolph Close,51.46191,0.15992,1.0,490015141N,99,barnehurst road / randolph close,,,,,,,,,
Barnehurst Road / Randolph Close,51.4623,0.15985,1.0,490015141S,99,barnehurst road / randolph close,,,,,,,,,
Barnehurst Station,51.46478,0.15926,1.0,4900BRNHRST1,,barnehurst station,,,,,,,,,
Barnehurst Station,51.46556,0.15708,1.0,490001013B,"229, 602, 669, 89, N89",barnehurst station,,,,,,,,,
Barnehurst Station,51.46581,0.15725,1.0,490001013A,"229, 602, 669, 89, N89",barnehurst station,,,,,,,,,
Barnes / Red Lion,51.47504,-0.24036,1.0,490003628BA,"209, 33, 378, 419, 485, 533, 969, N22",barnes / red lion,,,,,,,,,
Barnes / Red Lion,51.47565,-0.23932,1.0,490003628WR,"209, 33, 419, 485",barnes / red lion,,,,,,,,,
Barnes Bridge Station,51.47256,-0.25288,1.0,490001015BK,"209, 378, 419, 533, 969, N22",barnes bridge station,,,,,,,,,
Barnes Bridge Station,51.47263,-0.25258,1.0,490001015BJ,"209, 378, 419, 533, 969, N22",barnes bridge station,,,,,,,,,
Barnes High Street,51.47351,-0.25057,1.0,490003630ZZ,"209, 378, 533, 969, N22",barnes high street,,,,,,,,,
Barnes High Street,51.47356,-0.24874,1.0,490003630BH,"209, 378, 533, 969, N22",barnes high street,,,,,,,,,
Barnes Pond,51.47335,-0.24673,1.0,490003632BC,,barnes pond,,,,,,,,,
